"tree_node_id";"period_id";"state_id";"effect_id";"currency_id";"financials_decumulated_amount";"financials_cumulated_amount";"financials_base_currency_flag";"snapshot_date"
"720a5e9e250245a5a31e2491264d15c9";"20201231";Valeur Actuelle;Nombre de TPE/PME/ETI bénéficiaires - APR;EUR;11;11;true;"2021-01-28 23:59:59"
"720a5e9e250245a5a31e2491264d15c9";"20201130";Valeur Actuelle;Nombre de TPE/PME/ETI bénéficiaires - APR;EUR;4;4;true;"2021-01-28 23:59:59"
"481e7a279011411eb53f4c2a35e80d9a";"20201130";Valeur Actuelle;Nombre d’entrées en service civique - SCI;EUR;38;38;true;"2021-01-28 23:59:59"
"481e7a279011411eb53f4c2a35e80d9a";"20201231";Valeur Actuelle;Nombre d’entrées en service civique - SCI;EUR;48;48;true;"2021-01-28 23:59:59"
bd6eedcb082940639ab3aaabf2fb1fa6;"20201231";Valeur Actuelle;Nombre de TPE/PME/ETI bénéficiaires - SBF;EUR;6;6;true;"2021-01-28 23:59:59"
bd6eedcb082940639ab3aaabf2fb1fa6;"20201130";Valeur Actuelle;Nombre de TPE/PME/ETI bénéficiaires - SBF;EUR;3;3;true;"2021-01-28 23:59:59"
bd6eedcb082940639ab3aaabf2fb1fa6;"20201231";Valeur Actuelle;Nombre d’entreprises bénéficiares - SBF;EUR;6;6;true;"2021-01-28 23:59:59"
bd6eedcb082940639ab3aaabf2fb1fa6;"20201130";Valeur Actuelle;Nombre d’entreprises bénéficiares - SBF;EUR;3;3;true;"2021-01-28 23:59:59"
beee2fd5f365414ea22ca58dbaabefb0;"20201231";Valeur Actuelle;Nombre de TPE/PME/ETI bénéficiaires - SBF;EUR;0;0;true;"2021-01-28 23:59:59"
beee2fd5f365414ea22ca58dbaabefb0;"20201231";Valeur Actuelle;Nombre d’entreprises bénéficiares - SBF;EUR;0;0;true;"2021-01-28 23:59:59"
beee2fd5f365414ea22ca58dbaabefb0;"20201130";Valeur Actuelle;Nombre d’entreprises bénéficiares - SBF;EUR;0;0;true;"2021-01-28 23:59:59"
beee2fd5f365414ea22ca58dbaabefb0;"20201130";Valeur Actuelle;Nombre de TPE/PME/ETI bénéficiaires - SBF;EUR;0;0;true;"2021-01-28 23:59:59"
d5a0745b88f24450a2cfa1262e1ac8e4;"20201231";Valeur Actuelle;Nombre de projets soutenus - DGA;EUR;5;5;true;"2021-01-28 23:59:59"
af6565cf4e5b4cdbaa95a74ca9334512;"20201231";Valeur Actuelle;Nombre d’entreprises bénéficiares - SAC;EUR;1;1;true;"2021-01-28 23:59:59"
af6565cf4e5b4cdbaa95a74ca9334512;"20201130";Valeur Actuelle;Nombre de TPE/PME/ETI bénéficiaires - SAC;EUR;1;1;true;"2021-01-28 23:59:59"
af6565cf4e5b4cdbaa95a74ca9334512;"20201130";Valeur Actuelle;Nombre d’entreprises bénéficiares - SAC;EUR;1;1;true;"2021-01-28 23:59:59"
af6565cf4e5b4cdbaa95a74ca9334512;"20201231";Valeur Actuelle;Montant total des projets - SAC;EUR;4948732;4948732;true;"2021-01-28 23:59:59"
af6565cf4e5b4cdbaa95a74ca9334512;"20201231";Valeur Actuelle;Nombre de TPE/PME/ETI bénéficiaires - SAC;EUR;1;1;true;"2021-01-28 23:59:59"
af6565cf4e5b4cdbaa95a74ca9334512;"20201130";Valeur Actuelle;Montant total des projets - SAC;EUR;4948732;4948732;true;"2021-01-28 23:59:59"
"61265a71cd43476ab5401fe93fceccef";"20201231";Valeur Actuelle;Nombre d’entrées en service civique - SCI;EUR;2599;2599;true;"2021-01-28 23:59:59"
"61265a71cd43476ab5401fe93fceccef";"20201130";Valeur Actuelle;Nombre d’entrées en service civique - SCI;EUR;2178;2178;true;"2021-01-28 23:59:59"
"972be45702744f1a99d805dd7b0aeb58";"20201231";Valeur Actuelle;Montant cumulé de l’investissement total ainsi déclenché - PEE;EUR;0;0;true;"2021-01-28 23:59:59"
"972be45702744f1a99d805dd7b0aeb58";"20201130";Valeur Actuelle;Montant cumulé de l’investissement total ainsi déclenché - PEE;EUR;0;0;true;"2021-01-28 23:59:59"
"972be45702744f1a99d805dd7b0aeb58";"20201130";Valeur Actuelle;Emissions de gaz à effet de serre évitées sur la durée de vie des équipements - PEE;EUR;0;0;true;"2021-01-28 23:59:59"
