"tree_node_id";"period_id";"state_id";"effect_id";"currency_id";"financials_decumulated_amount";"financials_cumulated_amount";"financials_base_currency_flag";"financials_level_aggregation";"snapshot_date"
"89ba0338456845d18768a50c324c46e4";"2021";Valeur Actuelle;Nombre d’entrées en service civique - SCI;EUR;263;263;true;;"2021-02-18 23:59:59"
"89ba0338456845d18768a50c324c46e4";"9999";Valeur Actuelle;Nombre d’entrées en service civique - SCI;EUR;640;640;true;;"2021-02-18 23:59:59"
"4aa75edf23744565bcaa20c645b53d75";"20201231";Valeur Actuelle;Nombre d’entrées en service civique - SCI;EUR;582;582;true;;"2021-02-18 23:59:59"
"4aa75edf23744565bcaa20c645b53d75";"20201130";Valeur Actuelle;Nombre d’entrées en service civique - SCI;EUR;458;458;true;;"2021-02-18 23:59:59"
"4aa75edf23744565bcaa20c645b53d75";"20210131";Valeur Actuelle;Nombre d’entrées en service civique - SCI;EUR;695;695;true;;"2021-02-18 23:59:59"
"4aa75edf23744565bcaa20c645b53d75";"2020";Valeur Actuelle;Nombre d’entrées en service civique - SCI;EUR;1040;1040;true;;"2021-02-18 23:59:59"
"4aa75edf23744565bcaa20c645b53d75";"2021";Valeur Actuelle;Nombre d’entrées en service civique - SCI;EUR;695;695;true;;"2021-02-18 23:59:59"
"4aa75edf23744565bcaa20c645b53d75";"9999";Valeur Actuelle;Nombre d’entrées en service civique - SCI;EUR;1735;1735;true;;"2021-02-18 23:59:59"
"74460344aedc46c89112ceaa9b548d41";"20201130";Valeur Actuelle;Nombre d’entrées en service civique - SCI;EUR;223;223;true;;"2021-02-18 23:59:59"
"74460344aedc46c89112ceaa9b548d41";"20210131";Valeur Actuelle;Nombre d’entrées en service civique - SCI;EUR;279;279;true;;"2021-02-18 23:59:59"
"74460344aedc46c89112ceaa9b548d41";"20201231";Valeur Actuelle;Nombre d’entrées en service civique - SCI;EUR;252;252;true;;"2021-02-18 23:59:59"
"74460344aedc46c89112ceaa9b548d41";"2020";Valeur Actuelle;Nombre d’entrées en service civique - SCI;EUR;475;475;true;;"2021-02-18 23:59:59"
"74460344aedc46c89112ceaa9b548d41";"2021";Valeur Actuelle;Nombre d’entrées en service civique - SCI;EUR;279;279;true;;"2021-02-18 23:59:59"
"74460344aedc46c89112ceaa9b548d41";"9999";Valeur Actuelle;Nombre d’entrées en service civique - SCI;EUR;754;754;true;;"2021-02-18 23:59:59"
"6c5ce68454684bf99696935c08348be9";"20201231";Valeur Actuelle;Nombre d’entrées en service civique - SCI;EUR;189;189;true;;"2021-02-18 23:59:59"
