"tree_node_id";"period_id";"state_id";"effect_id";"currency_id";"financials_decumulated_amount";"financials_cumulated_amount";"financials_base_currency_flag";"financials_level_aggregation";"snapshot_date"
"9c32b93c0ead4fb58bfe616853a8fceb";"20210131";Valeur Actuelle;Taux d'agents équipés pour le travail à distance - PTA;EUR;68;68;true;;"2021-02-10 23:59:59"
"9c32b93c0ead4fb58bfe616853a8fceb";"2021";Valeur Actuelle;Taux d'agents équipés pour le travail à distance - PTA;EUR;68;68;true;;"2021-02-10 23:59:59"
"9c32b93c0ead4fb58bfe616853a8fceb";"9999";Valeur Actuelle;Taux d'agents équipés pour le travail à distance - PTA;EUR;68;68;true;;"2021-02-10 23:59:59"
"1e421d47c77b4953b6f78de26de89c0e";"20201231";Valeur Actuelle;"Nombre d’exploitations certifiées ""haute valeur environnementale"" dans l'année - CIC";EUR;54;54;true;;"2021-02-10 23:59:59"
"1e421d47c77b4953b6f78de26de89c0e";"20201130";Valeur Actuelle;"Nombre d’exploitations certifiées ""haute valeur environnementale"" dans l'année - CIC";EUR;0;0;true;;"2021-02-10 23:59:59"
"1e421d47c77b4953b6f78de26de89c0e";"20210131";Valeur Actuelle;"Nombre d’exploitations certifiées ""haute valeur environnementale"" dans l'année - CIC";EUR;54;54;true;;"2021-02-10 23:59:59"
"776005635ee0416093b88dd4b1f0af6c";"20201231";Valeur Actuelle;"Nombre d’exploitations certifiées ""haute valeur environnementale"" dans l'année - CIC";EUR;0;0;true;;"2021-02-10 23:59:59"
"776005635ee0416093b88dd4b1f0af6c";"20201130";Valeur Actuelle;"Nombre d’exploitations certifiées ""haute valeur environnementale"" dans l'année - CIC";EUR;0;0;true;;"2021-02-10 23:59:59"
"776005635ee0416093b88dd4b1f0af6c";"20210131";Valeur Actuelle;"Nombre d’exploitations certifiées ""haute valeur environnementale"" dans l'année - CIC";EUR;0;0;true;;"2021-02-10 23:59:59"
cb3de5e7d29c40dbbbee631482b80669;"20201130";Valeur Actuelle;"Nombre d’exploitations certifiées ""haute valeur environnementale"" dans l'année - CIC";EUR;0;0;true;;"2021-02-10 23:59:59"
cb3de5e7d29c40dbbbee631482b80669;"20210131";Valeur Actuelle;"Nombre d’exploitations certifiées ""haute valeur environnementale"" dans l'année - CIC";EUR;73;73;true;;"2021-02-10 23:59:59"
cb3de5e7d29c40dbbbee631482b80669;"20201231";Valeur Actuelle;"Nombre d’exploitations certifiées ""haute valeur environnementale"" dans l'année - CIC";EUR;73;73;true;;"2021-02-10 23:59:59"
a72ddb2472fb48eba2dde36196451d7d;"20210131";Valeur Actuelle;"Nombre d’exploitations certifiées ""haute valeur environnementale"" dans l'année - CIC";EUR;2;2;true;;"2021-02-10 23:59:59"
a72ddb2472fb48eba2dde36196451d7d;"20201231";Valeur Actuelle;"Nombre d’exploitations certifiées ""haute valeur environnementale"" dans l'année - CIC";EUR;2;2;true;;"2021-02-10 23:59:59"
a72ddb2472fb48eba2dde36196451d7d;"20201130";Valeur Actuelle;"Nombre d’exploitations certifiées ""haute valeur environnementale"" dans l'année - CIC";EUR;0;0;true;;"2021-02-10 23:59:59"
"91aafc17621e4fa4aea17e873d2ee508";"20201231";Valeur Actuelle;"Nombre d’exploitations certifiées ""haute valeur environnementale"" dans l'année - CIC";EUR;1;1;true;;"2021-02-10 23:59:59"
