"effect_id";"parent_id";"effect_original_aggregation";"effect_aggregation";"effect_year_aggregation";"effect_total_aggregation";"effect_is_auto_calculated";"effect_is_bold";"effect_description";"effect_is_italic";"effect_order";"effect_is_not_currency";"effect_restriction";"effect_is_calculation";"effect_calculation_formula";"effect_tags";"snapshot_date"
Montant total des levées de fonds - IFP;;None;None;None;None;false;false;"";false;350;true;"";false;"";{Plan de Relance européen,Entreprises,aggregated,effect:main,PIA,periodicity:quarterly};"2021-02-18 23:59:59"
Nombre de projets incluant une transformation de la ligne de production pour réduire son impact environnemental - FAA;;None;None;None;None;false;false;"";false;152;true;"";false;"";{aggregated,periodicity:biannually,Entreprises};"2021-02-18 23:59:59"
Nombre de TPE/PME/ETI bénéficiaires - APS;;None;None;None;None;false;false;Date prévisionnelle de la première valeur non nulle de l'indicateur: 31/03/2021;false;235;true;"";false;"";{periodicity:monthly,Entreprises,appel à projets,Plan de Relance européen,aggregated,planningdate:032021};"2021-02-18 23:59:59"
Nombre d'entreprises bénéficiaires - DRA;;None;None;None;None;false;false;Nombre d'entreprises bénéficiaires;false;427;true;"";false;"";{Plan de Relance européen,periodicity:monthly,PIA};"2021-02-18 23:59:59"
Nombre de places ouvertes en internat d’excellence - IEX;;None;None;None;None;false;false;"";false;285;true;"";false;"";{Plan de Relance européen,Particuliers,periodicity:monthly,Jeunes,aggregated,effect:main};"2021-02-18 23:59:59"
Places créées en IAE pour les jeunes - IAE;;None;None;None;None;false;false;Date prévisionnelle de la première valeur non nulle de l'indicateur: 01/01/2021;false;615;true;"";false;"";{Jeunes,cumulated,periodicity:monthly,Particuliers,aggregated,effect:main,tableau de bord,planningdate:012021};"2021-02-18 23:59:59"
Nombre de projets soutenus - ETH;;None;None;None;None;false;false;Date prévisionnelle de la première valeur non nulle de l'indicateur : 30/03/2021;false;425;true;"";false;"";{Convention citoyenne pour le climat,Entreprises,Collectivités territoriales,aggregated,appel à projets,effect:main,planningdate:032021,Plan de Relance européen,periodicity:monthly};"2021-02-18 23:59:59"
Nombre de TPE/PME/ETI financées - AFG;;None;None;None;None;false;false;Date prévisionnelle de la première valeur non nulle de l'indicateur: 01/07/2021;false;212;true;"";false;"";{tableau de bord,cumulated,aggregated,Entreprises,Collectivités territoriales,periodicity:monthly,effect:main,planningdate:072021,Plan de Relance européen};"2021-02-18 23:59:59"
Nombre de chercheurs bénéficiaires de la mesure - ERD;;None;None;None;None;false;false;Date prévisionnelle de la première valeur non nulle de l'indicateur: 03/2021;false;245;true;"";false;"";{planningdate:032021,aggregated,cumulated,Entreprises,periodicity:quarterly,effect:main};"2021-02-18 23:59:59"
Montant des financements engagés par les opérateurs - MNS;;None;None;None;None;false;false;"";false;330;true;"";false;"";{Entreprises,periodicity:quarterly,Plan de Relance européen,PIA,aggregated};"2021-02-18 23:59:59"
Nombre de projets soutenus - REA;;None;None;None;None;false;false;Date prévisionnelle de la première valeur non nulle de l'indicateur: 28/02/2021;false;421;true;"";false;"";{appel à projets,cumulated,Collectivités territoriales,planningdate:022021,effect:main,Plan de Relance européen,aggregated,periodicity:monthly,Administrations};"2021-02-18 23:59:59"
Nombre de logements et locaux professionnels connectables à la fibre - THD;;None;None;None;None;false;false;"";false;55;true;"";false;"";{aggregated,Plan de Relance européen,periodicity:quarterly,effect:main,Particuliers};"2021-02-18 23:59:59"
Nombre de stratégies validées - MTV;;None;None;None;None;false;false;"";false;317;true;"";false;"";{Entreprises,PIA,aggregated,periodicity:monthly};"2021-02-18 23:59:59"
Nombre de TPE/PME/ETI financées - ROF;;None;None;None;None;false;false;"";false;214;true;"";false;"";{tableau de bord,effect:main,aggregated,Entreprises,periodicity:monthly};"2021-02-18 23:59:59"
Nombre de kilomètres de voies réservées réalisées - VRP;;None;None;None;None;false;false;Date prévisionnelle de la première valeur non nulle de l'indicateur: 01/12/2021;false;520;true;"";false;"";{aggregated,Entreprises,Convention citoyenne pour le climat,periodicity:monthly,cumulated,Administrations,unit:km,planningdate:122021};"2021-02-18 23:59:59"
Nombre de ponts des collectivités recensés en vue d'un diagnostic - PRR;;None;None;None;None;false;false;Date prévisionnelle de la première valeur non nulle de l'indicateur: 01/05/2021;false;292;true;"";false;"";{planningdate:052021,aggregated,cumulated,effect:main,Collectivités territoriales,periodicity:monthly};"2021-02-18 23:59:59"
Nombre de centres de tri modernisés - MCT;;None;None;None;None;false;false;Nombre de centres de tri modernisés;false;475;true;"";false;"";{Convention citoyenne pour le climat,Entreprises,effect:main,aggregated,Collectivités territoriales,Plan de Relance européen,appel à projets,periodicity:monthly};"2021-02-18 23:59:59"
Montant total des investissements ainsi déclenchés (effet de levier) - ROF;;None;None;None;None;false;false;"";false;222;true;"";false;"";{Entreprises,tableau de bord,aggregated,periodicity:monthly};"2021-02-18 23:59:59"
Nombre d’écoles bénéficiant d’un financement - SNE;;None;None;None;None;false;false;Date prévisionnelle de la première valeur non nulle de l'indicateur: 01/05/2021;false;290;true;"";false;"";{appel à projets,Plan de Relance européen,Collectivités territoriales,planningdate:052021,Administrations,periodicity:monthly,effect:main};"2021-02-18 23:59:59"
Nombre de fonds labellisés - GFP;;None;None;None;None;false;false;Date prévisionnelle de la première valeur non nulle de l'indicateur: 19/10/2020;false;207;true;"";false;"";{cumulated,Entreprises,periodicity:monthly,effect:main,tableau de bord,planningdate:102020,aggregated};"2021-02-18 23:59:59"
Nombre de repas servis dans les restaurants universitaires au tarif à 1€ - RRU;;None;None;None;None;false;false;"";false;295;true;"";false;"";{effect:main,periodicity:monthly,aggregated,Particuliers};"2021-02-18 23:59:59"
Nombre d’entreprises aidées dans les secteurs du cinéma, de l’audiovisuel, du numérique et du livre - SFC;;None;None;None;None;false;false;Date prévisionnelle de la première valeur non nulle de l'indicateur: 01/03/2020;false;110;true;"";false;"";{aggregated,Plan de Relance européen,periodicity:monthly,Entreprises,cumulated,effect:main,planningdate:032020};"2021-02-18 23:59:59"
Nombre d’entreprises ayant reçu l’aide - PEE;;None;None;None;None;false;false;Date prévisionnelle de la première valeur non nulle de l'indicateur: 01/12/2020;false;457;true;"";false;"";{Plan de Relance européen,planningdate:122020,appel à projets,tableau de bord,periodicity:monthly,Convention citoyenne pour le climat,Entreprises,cumulated,effect:main,aggregated};"2021-02-18 23:59:59"
Montant total des projets financés - PIA;;None;None;None;None;false;false;"";false;352;true;"";false;"";{periodicity:monthly,PIA,aggregated,Plan de Relance européen,Entreprises};"2021-02-18 23:59:59"
Nombre de salariés en activité partielle de longue durée - APL;;None;None;None;None;false;false;Date prévisionnelle de la première valeur non nulle de l'indicateur: 31/07/2020;false;575;true;"";false;"";{aggregated,Entreprises,effect:main,Plan de Relance européen,planningdate:072020,periodicity:monthly,Particuliers};"2021-02-18 23:59:59"
Nombre d’entreprises bénéficiaires - ICC;;None;None;None;None;false;false;"";false;264;true;"";false;"";{effect:main,aggregated,periodicity:quarterly,Entreprises,PIA};"2021-02-18 23:59:59"
Nombre de stratégies validées - MNS;;None;None;None;None;false;false;"";false;315;true;"";false;"";{PIA,Plan de Relance européen,periodicity:monthly,Entreprises,aggregated};"2021-02-18 23:59:59"
Montant de l’investissement total déclenché - CIR;;None;None;None;None;false;false;"";false;385;true;"";false;"";{aggregated,periodicity:yearly,Entreprises,Plan de Relance européen};"2021-02-18 23:59:59"
Nombre d’entreprises bénéficiaires - CIR;;None;None;None;None;false;false;"";false;260;true;"";false;"";{effect:main,aggregated,Entreprises,Plan de Relance européen,periodicity:yearly};"2021-02-18 23:59:59"
Montant total des garanties souscrites - PVG;;None;None;None;None;false;false;Date prévisionnelle de la première valeur non nulle de l'indicateur: 02/04/2021;false;170;true;"";false;"";{Plan de Relance européen,unit:M€,cumulated,planningdate:042021,periodicity:monthly,Entreprises,aggregated};"2021-02-18 23:59:59"
Montant des crédits programmés - ICC;;None;None;None;None;false;false;"";false;319;true;"";false;"";{Entreprises,PIA,periodicity:monthly,aggregated};"2021-02-18 23:59:59"
Nombre de contrats de professionnalisation bénéficiaires de l’aide exceptionnelle - CDP;;None;None;None;None;false;false;Date prévisionnelle de la première valeur non nulle de l'indicateur: 31/07/2020;false;590;true;"";false;"";{Particuliers,aggregated,planningdate:072020,cumulated,Jeunes,periodicity:monthly,Plan de Relance européen,Entreprises,effect:main};"2021-02-18 23:59:59"
Km de petites lignes dont les travaux sont soutenus - SPL;;None;None;None;None;false;false;Travaux validés. Date prévisionnelle de la première valeur non nulle de l'indicateur: 30/11/2020;false;510;true;"";false;"";{planningdate:112020,effect:main,aggregated,unit:km,cumulated,Plan de Relance européen,periodicity:monthly,Collectivités territoriales,Convention citoyenne pour le climat};"2021-02-18 23:59:59"
Nombre de TPE/PME/ETI bénéficiaires - PPA;;None;None;None;None;false;false;Date prévisionnelle de la première valeur non nulle de l'indicateur: 01/04/2021;false;195;true;"";false;"";{periodicity:monthly,Entreprises,tableau de bord,aggregated,planningdate:042021,effect:main,cumulated};"2021-02-18 23:59:59"
Volume de GES évités - VDP;;None;None;None;None;false;false;Date prévisionnelle de la première valeur non nulle de l'indicateur: fin 2021;false;305;true;"";false;"";{periodicity:monthly,effect:main,aggregated,entreprises,Administrations,cumulated,Collectivités territoriales,planningdate:122021};"2021-02-18 23:59:59"
Linéaire de réseaux d’eau potable et de réseaux d’assainissement soutenus en métropole - MRB;;None;None;None;None;false;false;Métropole uniquement. Date prévisionnelle de la première valeur non nulle de l'indicateur: 28/02/2021;false;445;true;"";false;"";{effect:main,cumulated,unit:km,Plan de Relance européen,periodicity:monthly,Administrations,Collectivités territoriales,aggregated,planningdate:022021,appel à projets};"2021-02-18 23:59:59"
Montant total des projets - PIT;;None;None;None;None;false;false;"";false;255;true;"";false;"";{Collectivités territoriales,tableau de bord,Entreprises,periodicity:monthly,aggregated,appel à projets};"2021-02-18 23:59:59"
Nombre de PME bénéficiaires - DRA;;None;None;None;None;false;false;Date prévisionnelle de la première valeur non nulle de l'indicateur: 01/07/2021;false;130;true;"";false;"";{aggregated,periodicity:monthly,Plan de Relance européen,PIA,planningdate:072021};"2021-02-18 23:59:59"
Montant total des projets financés par les opérateurs - IFS;;None;None;None;None;false;false;"";false;340;true;"";false;"";{periodicity:quarterly,Entreprises,PIA,appel à projets,aggregated,Plan de Relance européen};"2021-02-18 23:59:59"
"Nombre d’exploitations certifiées ""haute valeur environnementale"" - CIC";;None;None;None;None;false;false;Date prévisionnelle de la première valeur non nulle de l'indicateur: 15/07/2021;false;15;true;"";false;"";{aggregated,Entreprises,planningdate:072021,cumulated,Convention citoyenne pour le climat,effect:main,periodicity:biannually};"2021-02-18 23:59:59"
Surface agricole utile (SAU) dédiée aux légumineuses associée aux projets soutenus (ha) - PPR;;None;None;None;None;false;false;Date prévisionnelle de la première valeur non nulle de l'indicateur: 15/07/2021;false;20;true;"";false;"";{planningdate:072021,aggregated,unit:ha,appel à projets,periodicity:biannually,cumulated,Convention citoyenne pour le climat,effect:main,Entreprises};"2021-02-18 23:59:59"
Entrées de jeunes en PEC - PEC;;None;None;None;None;false;false;Date prévisionnelle de la première valeur non nulle de l'indicateur: 31/12/2020;false;610;true;"";false;"";{planningdate:122020,tableau de bord,periodicity:monthly,effect:main,Jeunes,Particuliers,cumulated,aggregated,Collectivités territoriales};"2021-02-18 23:59:59"
Montant cumulé de l’investissement total ainsi déclenché - PEE;;None;None;None;None;false;false;"";false;140;true;"";false;"";{Entreprises,Plan de Relance européen,unit:M€,aggregated,appel à projets,cumulated,periodicity:monthly,tableau de bord};"2021-02-18 23:59:59"
Nombre d'aides à l'embauche des jeunes - PEJ;;None;None;None;None;false;false;Date prévisionnelle de la première valeur non nulle de l'indicateur: 31/08/2020;false;600;true;"";false;"";{Entreprises,Jeunes,Plan de Relance européen,aggregated,tableau de bord,periodicity:monthly,effect:main,cumulated,Particuliers};"2021-02-18 23:59:59"
Montant des fonds propres garantis - GFP;;None;None;None;None;false;false;Date prévisionnelle de la première valeur non nulle de l'indicateur: 01/07/2021;false;200;true;"";false;"";{unit:M€,Entreprises,planningdate:072021,aggregated,periodicity:monthly,cumulated,tableau de bord};"2021-02-18 23:59:59"
Nombre de projets bénéficiaires (validés) - RRE;;None;None;None;None;false;false;Avec accord de principe validé pour le financement de l'opération. Date prévisionnelle de la première valeur non nulle de l'indicateur: 15/04/2021;false;490;true;"";false;"";{Collectivités territoriales,Administrations,periodicity:monthly,Plan de Relance européen,planningdate:042021,effect:main,cumulated,aggregated,Entreprises};"2021-02-18 23:59:59"
Locaux acquis par des foncières soutenues par la Banque des territoires, en vue de l’ouverture de nouveaux commerces - RDC;;None;None;None;None;false;false;"";false;70;true;"";false;"";{periodicity:monthly,aggregated,Collectivités territoriales,tableau de bord,Entreprises,effect:main};"2021-02-18 23:59:59"
Montant total des travaux associés aux dossiers validés - MPR;;None;None;None;None;false;false;Correspond aux dossiers validés (remboursés  6 mois après);false;395;true;"";false;"";{tableau de bord,Particuliers,Convention citoyenne pour le climat,aggregated,Plan de Relance européen,periodicity:monthly};"2021-02-18 23:59:59"
Linéaire de réseaux d’eau potable et de réseaux d’assainissement soutenus en outre-mer - EOM;;None;None;None;None;false;false;Date prévisionnelle de la première valeur non nulle de l'indicateur: 28/02/2021;false;447;true;"";false;"";{Collectivités territoriales,effect:main,Administrations,unit:km,aggregated,periodicity:monthly,cumulated,appel à projets,planningdate:022021};"2021-02-18 23:59:59"
Nombre d’entreprises bénéficiares - SBF;;None;None;None;None;false;false;"";false;232;true;"";false;"";{effect:main,Entreprises,periodicity:monthly,cumulated,aggregated,tableau de bord};"2021-02-18 23:59:59"
Nombre de ponts du réseau routier national rénovés - PRN;;None;None;None;None;false;false;"";false;294;true;"";false;"";{periodicity:monthly,aggregated,Administrations,effect:main};"2021-02-18 23:59:59"
Surface agricole utile (SAU) couverte par des investissements de réduction d'intrants (ha) - AEA;;None;None;None;None;false;false;Date prévisionnelle de la première valeur non nulle de l'indicateur: 15/04/2021;false;35;true;"";false;"";{Entreprises,cumulated,planningdate:042021,periodicity:quarterly,aggregated};"2021-02-18 23:59:59"
Taux d'agents équipés pour le travail à distance - PTA;;None;None;None;None;false;false;Date prévisionnelle de la première valeur non nulle de l'indicateur: 01/01/2021;false;370;true;"";false;"";{planningdate:012021,appel à projets,Administrations,Plan de Relance européen,periodicity:yearly,cumulated,effect:main,unit:%};"2021-02-18 23:59:59"
Nombre d’entreprises bénéficiaires - ETE;;None;None;None;None;false;false;"";false;261;true;"";false;"";{appel à projets,aggregated,Entreprises,periodicity:monthly,Plan de Relance européen,effect:main};"2021-02-18 23:59:59"
