"effect_id";"parent_id";"effect_original_aggregation";"effect_aggregation";"effect_year_aggregation";"effect_total_aggregation";"effect_is_auto_calculated";"effect_is_bold";"effect_description";"effect_is_italic";"effect_order";"effect_is_not_currency";"effect_restriction";"effect_is_calculation";"effect_calculation_formula";"effect_tags";"snapshot_date"
Nombre de TPE/PME/ETI bénéficiaires - IFS;;None;None;None;None;false;false;"";false;192;true;"";false;"";{Entreprises,PIA,appel à projets,aggregated};"2021-01-28 23:59:59"
Montant des subventions apportées - IDF;;None;None;None;None;false;false;"";false;265;true;"";false;"";{appel à projets,Entreprises,aggregated,tableau de bord};"2021-01-28 23:59:59"
Montant cumulé de l’investissement total ainsi déclenché - CBC;;None;None;None;None;false;false;"";false;143;true;"";false;"";{appel à projets,aggregated,Convention citoyenne pour le climat,unit:M€,tableau de bord,cumulated,Entreprises};"2021-01-28 23:59:59"
Montant des financements engagés par les opérateurs - ICC;;None;None;None;None;false;false;"";false;332;true;"";false;"";{PIA,Entreprises,aggregated};"2021-01-28 23:59:59"
Nombre de projets d’investissement structurants - SHO;;None;None;None;None;false;false;"";false;360;true;"";false;"";{Administrations,aggregated};"2021-01-28 23:59:59"
Nombre de conseillers du numérique - INU;;None;None;None;None;false;false;"";false;60;true;"";false;"";{aggregated,Particuliers};"2021-01-28 23:59:59"
Montant total des investissements ainsi déclenchés (effet de levier) - AFG;;None;None;None;None;false;false;"";false;220;true;"";false;"";{aggregated,cumulated,tableau de bord,Entreprises,Collectivités territoriales,unit:M€};"2021-01-28 23:59:59"
Montant total investi pour la rénovation de monuments historiques appartenant aux collectivités territoriales - PAT;;None;None;None;None;false;false;Tous financements cumulés (Etat, collectivités locales, autres);false;100;true;"";false;"";{tableau de bord,unit:M€,cumulated,aggregated,Entreprises};"2021-01-28 23:59:59"
Nombre d’entreprises bénéficiaires du dispositif - MIR;;None;None;None;None;false;false;"";false;125;true;"";false;"";{appel à projets,Entreprises,cumulated,aggregated};"2021-01-28 23:59:59"
Nombre d’appels à projet lancés - ICC;;None;None;None;None;false;false;"";false;323;true;"";false;"";{PIA,Entreprises,aggregated};"2021-01-28 23:59:59"
Nombre de projets soutenus - DGA;;None;None;None;None;false;false;Nombre de projets soutenus;false;428;true;"";false;"";{Entreprises,Administrations,Convention citoyenne pour le climat,aggregated,cumulated};"2021-01-28 23:59:59"
Montant cumulé de l’investissement total ainsi déclenché - FAA;;None;None;None;None;false;false;"";false;144;true;"";false;"";{Entreprises,tableau de bord,aggregated};"2021-01-28 23:59:59"
Montant des financements engagés par les opérateurs - DRA;;None;None;None;None;false;false;"";false;129;true;"";false;"";{aggregated,PIA};"2021-01-28 23:59:59"
Nombre de TPE/PME/ETI - MTV;;None;None;None;None;false;false;"";false;253;true;"";false;"";{Entreprises,aggregated,PIA};"2021-01-28 23:59:59"
Nombre de villes bénéficiaires - DVD;;None;None;None;None;false;false;Nombre de villes bénéficiaires;false;440;true;"";false;"";{appel à projets,Collectivités territoriales,aggregated,PIA};"2021-01-28 23:59:59"
Nombre de TPE/PME/ETI bénéficiaires - MNS;;None;None;None;None;false;false;"";false;247;true;"";false;"";{Entreprises,PIA,aggregated};"2021-01-28 23:59:59"
Nombre de formations professionnelles à distance - DFO;;None;None;None;None;false;false;"";false;640;true;"";false;"";{Particuliers,aggregated};"2021-01-28 23:59:59"
Nombre de TPE/PME/ETI bénéficiaires - PIT;;None;None;None;None;false;false;"";false;250;true;"";false;"";{aggregated,Collectivités territoriales,Entreprises,tableau de bord,cumulated,appel à projets};"2021-01-28 23:59:59"
Investissement total généré - VDP;;None;None;None;None;false;false;"";false;302;true;"";false;"";{Administrations,unit:€,Entreprises,cumulated,aggregated,Collectivités territoriales};"2021-01-28 23:59:59"
Emissions de gaz à effet de serre évitées sur la durée de vie des équipements - CBC;;None;None;None;None;false;false;"";false;468;true;"";false;"";{Entreprises,Convention citoyenne pour le climat,aggregated,cumulated};"2021-01-28 23:59:59"
Nombre de bâtiments collectivités territoriales dont le marché de rénovation est notifié - RBC;;None;None;None;None;false;false;"";false;80;true;"";false;"";{Collectivités territoriales,appel à projets,aggregated,tableau de bord};"2021-01-28 23:59:59"
Nombre d’abattoirs accompagnés - MDA;;None;None;None;None;false;false;"";false;25;true;"";false;"";{aggregated,Entreprises,cumulated};"2021-01-28 23:59:59"
Montant total de CO2 évité - ETH;;None;None;None;None;false;false;Montant total de CO2 évité;false;560;true;"";false;"";{Entreprises,Collectivités territoriales,aggregated,Convention citoyenne pour le climat,appel à projets};"2021-01-28 23:59:59"
Montant total des levées de fonds - IFP;;None;None;None;None;false;false;"";false;350;true;"";false;"";{PIA,Entreprises,aggregated};"2021-01-28 23:59:59"
Nombre de projets incluant une transformation de la ligne de production pour réduire son impact environnemental - FAA;;None;None;None;None;false;false;"";false;152;true;"";false;"";{Entreprises,aggregated};"2021-01-28 23:59:59"
Nombre de TPE/PME/ETI bénéficiaires - APS;;None;None;None;None;false;false;"";false;235;true;"";false;"";{Entreprises,appel à projets,aggregated};"2021-01-28 23:59:59"
Nombre d'entreprises bénéficiaires - DRA;;None;None;None;None;false;false;Nombre d'entreprises bénéficiaires;false;427;true;"";false;"";{PIA};"2021-01-28 23:59:59"
Nombre de places ouvertes en internat d’excellence - IEX;;None;None;None;None;false;false;"";false;285;true;"";false;"";{Jeunes,aggregated,Particuliers};"2021-01-28 23:59:59"
Places créées en IAE pour les jeunes - IAE;;None;None;None;None;false;false;"";false;615;true;"";false;"";{aggregated,Jeunes,Particuliers,tableau de bord};"2021-01-28 23:59:59"
Nombre de projets soutenus - ETH;;None;None;None;None;false;false;Nombre de projets soutenus;false;425;true;"";false;"";{appel à projets,aggregated,Collectivités territoriales,Convention citoyenne pour le climat,Entreprises};"2021-01-28 23:59:59"
Nombre d'agriculteurs bénéficiaires - AEA;;None;None;None;None;false;false;"";false;37;true;"";false;"";{aggregated,Entreprises};"2021-01-28 23:59:59"
Nombre de TPE/PME/ETI financées - AFG;;None;None;None;None;false;false;"";false;212;true;"";false;"";{cumulated,aggregated,tableau de bord,Collectivités territoriales,Entreprises};"2021-01-28 23:59:59"
Nombre de chercheurs bénéficiaires de la mesure - ERD;;None;None;None;None;false;false;"";false;245;true;"";false;"";{aggregated,Entreprises,cumulated};"2021-01-28 23:59:59"
Montant des financements engagés par les opérateurs - MNS;;None;None;None;None;false;false;"";false;330;true;"";false;"";{Entreprises,aggregated,PIA};"2021-01-28 23:59:59"
Nombre de projets soutenus - REA;;None;None;None;None;false;false;Nombre de projets soutenus;false;421;true;"";false;"";{cumulated,Administrations,aggregated,appel à projets,Collectivités territoriales};"2021-01-28 23:59:59"
Nombre de logements et locaux professionnels connectables à la fibre - THD;;None;None;None;None;false;false;"";false;55;true;"";false;"";{aggregated,Particuliers};"2021-01-28 23:59:59"
Nombre de stratégies validées - MTV;;None;None;None;None;false;false;"";false;317;true;"";false;"";{aggregated,Entreprises,PIA};"2021-01-28 23:59:59"
Nombre de TPE/PME/ETI financées - ROF;;None;None;None;None;false;false;"";false;214;true;"";false;"";{aggregated,Entreprises,tableau de bord};"2021-01-28 23:59:59"
Nombre de kilomètres de voies réservées réalisées - VRP;;None;None;None;None;false;false;Nombre de kilomètres de voies réservées réalisées;false;520;true;"";false;"";{Convention citoyenne pour le climat,cumulated,unit:km,Administrations,aggregated,Entreprises};"2021-01-28 23:59:59"
Nombre de ponts des collectivités recensés en vue d'un diagnostic - PRR;;None;None;None;None;false;false;"";false;292;true;"";false;"";{Collectivités territoriales,cumulated,aggregated};"2021-01-28 23:59:59"
Nombre de projets de rénovation de monuments nationaux initiés - PAT;;None;None;None;None;false;false;Marchés notifiés;false;90;true;"";false;"";{aggregated,Entreprises,tableau de bord,cumulated};"2021-01-28 23:59:59"
Nombre de centres de tri modernisés - MCT;;None;None;None;None;false;false;Nombre de centres de tri modernisés;false;475;true;"";false;"";{appel à projets,Convention citoyenne pour le climat,aggregated,Collectivités territoriales,Entreprises};"2021-01-28 23:59:59"
Montant total des investissements ainsi déclenchés (effet de levier) - ROF;;None;None;None;None;false;false;"";false;222;true;"";false;"";{aggregated,tableau de bord,Entreprises};"2021-01-28 23:59:59"
Nombre d’écoles bénéficiant d’un financement - SNE;;None;None;None;None;false;false;"";false;290;true;"";false;"";{Administrations,Collectivités territoriales,appel à projets};"2021-01-28 23:59:59"
Nombre de fonds labellisés - GFP;;None;None;None;None;false;false;"";false;207;true;"";false;"";{cumulated,aggregated,Entreprises,tableau de bord};"2021-01-28 23:59:59"
Nombre de repas servis dans les restaurants universitaires au tarif à 1€ - RRU;;None;None;None;None;false;false;"";false;295;true;"";false;"";{aggregated};"2021-01-28 23:59:59"
Nombre d’entreprises aidées dans les secteurs du cinéma, de l’audiovisuel, du numérique et du livre - SFC;;None;None;None;None;false;false;"";false;110;true;"";false;"";{Entreprises,cumulated,aggregated};"2021-01-28 23:59:59"
Nombre d’entreprises ayant reçu l’aide - PEE;;None;None;None;None;false;false;Nombre d’entreprises ayant reçu l’aide;false;457;true;"";false;"";{Entreprises,tableau de bord,appel à projets,aggregated,Convention citoyenne pour le climat,cumulated};"2021-01-28 23:59:59"
Montant total des projets financés - PIA;;None;None;None;None;false;false;"";false;352;true;"";false;"";{PIA,Entreprises,aggregated};"2021-01-28 23:59:59"
Nombre de salariés en activité partielle de longue durée - APL;;None;None;None;None;false;false;"";false;575;true;"";false;"";{aggregated,Entreprises,Particuliers};"2021-01-28 23:59:59"
Nombre d’entreprises bénéficiaires - ICC;;None;None;None;None;false;false;"";false;264;true;"";false;"";{Entreprises,PIA,aggregated};"2021-01-28 23:59:59"
Nombre de stratégies validées - MNS;;None;None;None;None;false;false;"";false;315;true;"";false;"";{aggregated,Entreprises,PIA};"2021-01-28 23:59:59"
Nombre d'entreprises soutenues (fonds propres) - PVG;;None;None;None;None;false;false;"";false;175;true;"";false;"";{Entreprises,cumulated,aggregated};"2021-01-28 23:59:59"
Montant de l’investissement total déclenché - CIR;;None;None;None;None;false;false;"";false;385;true;"";false;"";{Entreprises,aggregated};"2021-01-28 23:59:59"
Nombre d’entreprises bénéficiaires - CIR;;None;None;None;None;false;false;"";false;260;true;"";false;"";{aggregated,Entreprises};"2021-01-28 23:59:59"
Montant total des garanties souscrites - PVG;;None;None;None;None;false;false;"";false;170;true;"";false;"";{Entreprises,unit:M€,aggregated,cumulated};"2021-01-28 23:59:59"
Montant des crédits programmés - ICC;;None;None;None;None;false;false;"";false;319;true;"";false;"";{aggregated,PIA,Entreprises};"2021-01-28 23:59:59"
Nombre de contrats de professionnalisation bénéficiaires de l’aide exceptionnelle - CDP;;None;None;None;None;false;false;"";false;590;true;"";false;"";{Entreprises,Jeunes,aggregated,Particuliers};"2021-01-28 23:59:59"
Km de petites lignes dont les travaux sont soutenus - SPL;;None;None;None;None;false;false;Travaux validés;false;510;true;"";false;"";{unit:km,Convention citoyenne pour le climat,cumulated,aggregated,Collectivités territoriales};"2021-01-28 23:59:59"
Nombre de TPE/PME/ETI bénéficiaires - PPA;;None;None;None;None;false;false;"";false;195;true;"";false;"";{cumulated,tableau de bord,aggregated,Entreprises};"2021-01-28 23:59:59"
Volume de GES évités - VDP;;None;None;None;None;false;false;"";false;305;true;"";false;"";{cumulated,aggregated,Collectivités territoriales,entreprises,Administrations};"2021-01-28 23:59:59"
Nombre d’entreprises bénéficiares - SAC;;None;None;None;None;false;false;"";false;228;true;"";false;"";{tableau de bord,appel à projets,aggregated,cumulated,Entreprises};"2021-01-28 23:59:59"
Montant total des projets - PIT;;None;None;None;None;false;false;"";false;255;true;"";false;"";{tableau de bord,aggregated,Collectivités territoriales,appel à projets,Entreprises};"2021-01-28 23:59:59"
Nombre de PME bénéficiaires - DRA;;None;None;None;None;false;false;"";false;130;true;"";false;"";{PIA,aggregated};"2021-01-28 23:59:59"
Montant total des projets financés par les opérateurs - IFS;;None;None;None;None;false;false;"";false;340;true;"";false;"";{Entreprises,PIA,appel à projets,aggregated};"2021-01-28 23:59:59"
Nombre de bonus octroyés à des véhicules électriques et hybrides rechargeables - DVP;;None;None;None;None;false;false;Nombre de bonus octroyés à des véhicules électriques et hybrides rechargeables;false;555;true;"";false;"";{aggregated,tableau de bord,Particuliers,Convention citoyenne pour le climat};"2021-01-28 23:59:59"
Surface agricole utile (SAU) dédiée aux légumineuses associée aux projets soutenus (ha) - PPR;;None;None;None;None;false;false;"";false;20;true;"";false;"";{unit:ha,appel à projets,cumulated,Entreprises,aggregated,Convention citoyenne pour le climat};"2021-01-28 23:59:59"
Entrées de jeunes en PEC - PEC;;None;None;None;None;false;false;"";false;610;true;"";false;"";{Particuliers,aggregated,Jeunes,tableau de bord,Collectivités territoriales};"2021-01-28 23:59:59"
"Nombre d’exploitations certifiées ""haute valeur environnementale"" dans l'année - CIC";;None;None;None;None;false;false;"";false;15;true;"";false;"";{aggregated,Convention citoyenne pour le climat,cumulated,Entreprises};"2021-01-28 23:59:59"
Linéaire de réseaux d’eau potable et de réseau d’assainissement - EOM;;None;None;None;None;false;false;Métropole uniquement;false;447;true;"";false;"";{aggregated,Collectivités territoriales,Administrations,appel à projets,cumulated,unit:km};"2021-01-28 23:59:59"
Montant cumulé de l’investissement total ainsi déclenché - PEE;;None;None;None;None;false;false;"";false;140;true;"";false;"";{tableau de bord,aggregated,cumulated,appel à projets,Entreprises,unit:M€};"2021-01-28 23:59:59"
Nombre d'aides à l'embauche des jeunes - PEJ;;None;None;None;None;false;false;"";false;600;true;"";false;"";{Entreprises,Jeunes,tableau de bord,Particuliers,aggregated};"2021-01-28 23:59:59"
Montant des fonds propres garantis - GFP;;None;None;None;None;false;false;"";false;200;true;"";false;"";{tableau de bord,Entreprises,unit:M€,cumulated,aggregated};"2021-01-28 23:59:59"
Nombre de projets bénéficiaires (validés) - RRE;;None;None;None;None;false;false;Avec accord de principe validé pour le financement de l'opération);false;490;true;"";false;"";{aggregated,Collectivités territoriales,cumulated,Administrations,Entreprises};"2021-01-28 23:59:59"
Locaux acquis par des foncières soutenues par la Banque des territoires, en vue de l’ouverture de nouveaux commerces - RDC;;None;None;None;None;false;false;"";false;70;true;"";false;"";{aggregated,Entreprises,Collectivités territoriales,tableau de bord};"2021-01-28 23:59:59"
Montant total des travaux associés aux dossiers validés - MPR;;None;None;None;None;false;false;Correspond aux dossiers validés (remboursés  6 mois après);false;395;true;"";false;"";{Convention citoyenne pour le climat,Particuliers,aggregated,tableau de bord};"2021-01-28 23:59:59"
Nombre d’entreprises bénéficiares - SBF;;None;None;None;None;false;false;"";false;232;true;"";false;"";{aggregated,cumulated,Entreprises,tableau de bord};"2021-01-28 23:59:59"
Nombre de ponts du réseau routier national rénovés - PRN;;None;None;None;None;false;false;"";false;294;true;"";false;"";{Administrations,aggregated};"2021-01-28 23:59:59"
Surface agricole utile (SAU) couverte par des investissements de réduction d'intrants (ha) - AEA;;None;None;None;None;false;false;"";false;35;true;"";false;"";{Entreprises,aggregated,cumulated};"2021-01-28 23:59:59"
Taux d'agents équipés pour le travail à distance - PTA;;None;None;None;None;false;false;"";false;370;true;"";false;"";{appel à projets,unit:%,Administrations,aggregated,cumulated};"2021-01-28 23:59:59"
Nombre d’entreprises bénéficiaires - ETE;;None;None;None;None;false;false;"";false;261;true;"";false;"";{Entreprises,aggregated,appel à projets};"2021-01-28 23:59:59"
Surface de forêts améliorées, adaptées, régénérées ou reconstituées (ha) - IFO;;None;None;None;None;false;false;"";false;45;true;"";false;"";{aggregated,cumulated,unit:ha,Entreprises,Administrations,Collectivités territoriales};"2021-01-28 23:59:59"
Emissions de gaz à effet de serre évitées sur la durée de vie des équipements - PEE;;None;None;None;None;false;false;Emissions de gaz à effet de serre évitées sur la durée de vie des équipements;false;465;true;"";false;"";{aggregated,Convention citoyenne pour le climat,Entreprises,cumulated,appel à projets};"2021-01-28 23:59:59"
Nombre d’appels à projet lancés - DVD;;None;None;None;None;false;false;"";false;320;true;"";false;"";{appel à projets,Collectivités territoriales,PIA,aggregated};"2021-01-28 23:59:59"
Nombre de dossiers MaPrimeRénov' payés - MPR;;None;None;None;None;false;false;Correspond aux dossiers remboursés;false;402;true;"";false;"";{Convention citoyenne pour le climat,aggregated,Particuliers,tableau de bord};"2021-01-28 23:59:59"
Economies d'énergie cumulées - MPR;;None;None;None;None;false;false;Eonomies associées aux dossiers validés;false;405;true;"";false;"";{cumulated,aggregated,unit:MWh,Particuliers,Convention citoyenne pour le climat};"2021-01-28 23:59:59"
Nombre de salariés en activité partielle - APA;;None;None;None;None;false;false;"";false;570;true;"";false;"";{Entreprises,aggregated,Particuliers};"2021-01-28 23:59:59"
Nombre d'opérations (routes et ponts) des CPER financées par le plan de relance - CPE;;None;None;None;None;false;false;"";false;292;true;"";false;"";{aggregated,Administrations};"2021-01-28 23:59:59"
Nombre de communes soutenues - TSA;;None;None;None;None;false;false;"";false;5;true;"";false;"";{aggregated,Collectivités territoriales,cumulated,Convention citoyenne pour le climat};"2021-01-28 23:59:59"
Montant total des primes versées - MPR;;None;None;None;None;false;false;Correspond aux dossiers remboursés;false;400;true;"";false;"";{Particuliers,cumulated,unit:€,Convention citoyenne pour le climat,aggregated,tableau de bord};"2021-01-28 23:59:59"
Nombre d’appels à projet lancés - MNS;;None;None;None;None;false;false;"";false;322;true;"";false;"";{PIA,aggregated,Entreprises};"2021-01-28 23:59:59"
Montant des crédits programmés - DRA;;None;None;None;None;false;false;Montant des crédits programmés;false;426;true;"";false;"";{PIA};"2021-01-28 23:59:59"
Nombre d’entreprises bénéficiares - PIT;;None;None;None;None;false;false;"";false;230;true;"";false;"";{Collectivités territoriales,aggregated,Entreprises,appel à projets,tableau de bord,cumulated};"2021-01-28 23:59:59"
Nombre d’entreprises ayant reçu l’aide - CBC;;None;None;None;None;false;false;Nombre d’entreprises ayant reçu l’aide;false;458;true;"";false;"";{tableau de bord,cumulated,Entreprises,appel à projets,aggregated,Convention citoyenne pour le climat};"2021-01-28 23:59:59"
Nombre de TPE/PME/ETI bénéficiaires - SBF;;None;None;None;None;false;false;"";false;252;true;"";false;"";{cumulated,tableau de bord,Entreprises,aggregated};"2021-01-28 23:59:59"
Nombre d'aides à l'embauche des travailleurs handicapés - PTH;;None;None;None;None;false;false;"";false;635;true;"";false;"";{Collectivités territoriales,aggregated,Particuliers};"2021-01-28 23:59:59"
Nombre de sites concernées - FFR;;None;None;None;None;false;false;Nombre de sites concernées;false;415;true;"";false;"";{Collectivités territoriales,appel à projets,Convention citoyenne pour le climat,aggregated,cumulated};"2021-01-28 23:59:59"
Nombre d'organismes soutenus au titre de la recherche par le PIA - PIA;;None;None;None;None;false;false;"";false;645;true;"";false;"";{Entreprises,PIA,aggregated};"2021-01-28 23:59:59"
Nombre d'entreprises ayant souscrit un prêt vert - PVG;;None;None;None;None;false;false;"";false;155;true;"";false;"";{cumulated,Entreprises,aggregated};"2021-01-28 23:59:59"
Nombre de logements en VEFA commandés - VEF;;None;None;None;None;false;false;"";false;296;true;"";false;"";{Collectivités territoriales,aggregated};"2021-01-28 23:59:59"
Nombre de logements subventionnés - RER;;None;None;None;None;false;false;"";false;375;true;"";false;"";{Collectivités territoriales,appel à projets,Particuliers,aggregated,Convention citoyenne pour le climat};"2021-01-28 23:59:59"
Nombre d’entreprises ayant reçu l’aide - EEI;;None;None;None;None;false;false;Nombre d’entreprises ayant reçu l’aide;false;455;true;"";false;"";{aggregated,cumulated,Convention citoyenne pour le climat,tableau de bord,Entreprises};"2021-01-28 23:59:59"
Nombre de projets soutenus - FRE;;None;None;None;None;false;false;Nombre de projets soutenus;false;423;true;"";false;"";{Entreprises,aggregated,cumulated,Convention citoyenne pour le climat};"2021-01-28 23:59:59"
Nombre de projets subventionnés au titre de l’aide aux personnes vulnérables - PVU;;None;None;None;None;false;false;"";false;365;true;"";false;"";{Particuliers,aggregated};"2021-01-28 23:59:59"
Linéaire de réseaux d’eau potable et de réseau d’assainissement - MRB;;None;None;None;None;false;false;Métropole uniquement;false;445;true;"";false;"";{unit:km,aggregated,Collectivités territoriales,appel à projets,cumulated,Administrations};"2021-01-28 23:59:59"
Nombre de projets financés - CEI;;None;None;None;None;false;false;"";false;112;true;"";false;"";{appel à projets,Entreprises,aggregated,Convention citoyenne pour le climat};"2021-01-28 23:59:59"
Nombre de TPE/PME/ETI - ICC;;None;None;None;None;false;false;"";false;247;true;"";false;"";{PIA,aggregated,Entreprises};"2021-01-28 23:59:59"
Surface agricole utile (SAU) couverte par des investissements de lutte contre les aléas climatiques (ha) - IEP;;None;None;None;None;false;false;"";false;40;true;"";false;"";{appel à projets,Entreprises,cumulated,aggregated};"2021-01-28 23:59:59"
Nombre de véhicules électriques et hybrides rechargeables achetés - VAI;;None;None;None;None;false;false;"";false;302;true;"";false;"";{appel à projets,aggregated,tableau de bord,cumulated,Administrations};"2021-01-28 23:59:59"
Montant des prêts accordés - PPA;;None;None;None;None;false;false;"";false;190;true;"";false;"";{unit:M€,aggregated,cumulated,tableau de bord,Entreprises};"2021-01-28 23:59:59"
Nombre d’appels à projet lancés - MTV;;None;None;None;None;false;false;"";false;321;true;"";false;"";{aggregated,PIA,Entreprises};"2021-01-28 23:59:59"
Nombre de PME - FAA;;None;None;None;None;false;false;"";false;147;true;"";false;"";{Entreprises,tableau de bord,aggregated};"2021-01-28 23:59:59"
Nombre d’entreprises bénéficiares - APR;;None;None;None;None;false;false;"";false;226;true;"";false;"";{aggregated,Entreprises,tableau de bord};"2021-01-28 23:59:59"
Nombre de PME/TPE - EEI;;None;None;None;None;false;false;Nombre de PME/TPE;false;460;true;"";false;"";{tableau de bord,aggregated,cumulated,Entreprises,Convention citoyenne pour le climat};"2021-01-28 23:59:59"
Nombre de bâtiments concernés - RSA;;None;None;None;None;false;false;Nombre de bâtiments concernés;false;430;true;"";false;"";{Administrations,Collectivités territoriales,cumulated,appel à projets,aggregated,unit:M€};"2021-01-28 23:59:59"
Nombre de personnes mises en sécurité - RSA;;None;None;None;None;false;false;Nombre de personnes mises en sécurité;false;435;true;"";false;"";{aggregated,Collectivités territoriales,appel à projets,Administrations};"2021-01-28 23:59:59"
Nombre d'entrées en obligation de formation 16/18 ans - OFO;;None;None;None;None;false;false;"";false;625;true;"";false;"";{Particuliers,Jeunes,aggregated};"2021-01-28 23:59:59"
Montant total des projets - APS;;None;None;None;None;false;false;"";false;240;true;"";false;"";{Entreprises,appel à projets,aggregated};"2021-01-28 23:59:59"
Montant total des fonds propres - PVG;;None;None;None;None;false;false;"";false;180;true;"";false;"";{cumulated,Entreprises,unit:M€,aggregated};"2021-01-28 23:59:59"
Nombre de chantiers engagés (écluses stations pompages, barrages) - VNA;;None;None;None;None;false;false;Nombre de chantiers engagés (écluses stations pompages, barrages);false;530;true;"";false;"";{cumulated,Administrations,Convention citoyenne pour le climat,aggregated};"2021-01-28 23:59:59"
Nombre d’entreprises bénéficiares - APS;;None;None;None;None;false;false;"";false;234;true;"";false;"";{appel à projets,aggregated,Entreprises};"2021-01-28 23:59:59"
Montant estimé des baisses d’impôts - BIP;;None;None;None;None;false;false;"";false;280;true;"";false;"";{Entreprises,aggregated};"2021-01-28 23:59:59"
